,rank,num_workers,size,collective,devices_per_node,max_devices_per_node,profiling_precision
367,0,8,8880128,all_reduce,8,8,BF16
368,0,8,8912896,all_reduce,8,8,BF16
369,0,8,8945664,all_reduce,8,8,BF16
370,0,8,8978432,all_reduce,8,8,BF16
371,0,8,9011200,all_reduce,8,8,BF16
372,0,8,9043968,all_reduce,8,8,BF16
373,0,8,9076736,all_reduce,8,8,BF16
374,0,8,9109504,all_reduce,8,8,BF16
375,0,8,9142272,all_reduce,8,8,BF16
376,0,8,9175040,all_reduce,8,8,BF16
377,0,8,9207808,all_reduce,8,8,BF16
378,0,8,9240576,all_reduce,8,8,BF16
379,0,8,9273344,all_reduce,8,8,BF16
380,0,8,9306112,all_reduce,8,8,BF16
381,0,8,9338880,all_reduce,8,8,BF16
382,0,8,9371648,all_reduce,8,8,BF16
383,0,8,9404416,all_reduce,8,8,BF16
384,0,8,9437184,all_reduce,8,8,BF16
385,0,8,9469952,all_reduce,8,8,BF16
386,0,8,9502720,all_reduce,8,8,BF16
387,0,8,9535488,all_reduce,8,8,BF16
388,0,8,9568256,all_reduce,8,8,BF16
389,0,8,9601024,all_reduce,8,8,BF16
390,0,8,9633792,all_reduce,8,8,BF16
391,0,8,9666560,all_reduce,8,8,BF16
392,0,8,9699328,all_reduce,8,8,BF16
393,0,8,9732096,all_reduce,8,8,BF16
394,0,8,9764864,all_reduce,8,8,BF16
395,0,8,9797632,all_reduce,8,8,BF16
396,0,8,9830400,all_reduce,8,8,BF16
397,0,8,9863168,all_reduce,8,8,BF16
398,0,8,9895936,all_reduce,8,8,BF16
399,0,8,9928704,all_reduce,8,8,BF16
400,0,8,9961472,all_reduce,8,8,BF16
401,0,8,9994240,all_reduce,8,8,BF16
402,0,8,10027008,all_reduce,8,8,BF16
403,0,8,10059776,all_reduce,8,8,BF16
404,0,8,10092544,all_reduce,8,8,BF16
405,0,8,10125312,all_reduce,8,8,BF16
406,0,8,10158080,all_reduce,8,8,BF16
407,0,8,10190848,all_reduce,8,8,BF16
408,0,8,10223616,all_reduce,8,8,BF16
409,0,8,10256384,all_reduce,8,8,BF16
410,0,8,10289152,all_reduce,8,8,BF16
411,0,8,10321920,all_reduce,8,8,BF16
412,0,8,10354688,all_reduce,8,8,BF16
413,0,8,10387456,all_reduce,8,8,BF16
414,0,8,10420224,all_reduce,8,8,BF16
415,0,8,10452992,all_reduce,8,8,BF16
416,0,8,10485760,all_reduce,8,8,BF16
417,0,8,10518528,all_reduce,8,8,BF16
418,0,8,10551296,all_reduce,8,8,BF16
419,0,8,10584064,all_reduce,8,8,BF16
420,0,8,10616832,all_reduce,8,8,BF16
421,0,8,10649600,all_reduce,8,8,BF16
422,0,8,10682368,all_reduce,8,8,BF16
423,0,8,10715136,all_reduce,8,8,BF16
424,0,8,10747904,all_reduce,8,8,BF16
425,0,8,10780672,all_reduce,8,8,BF16
426,0,8,10813440,all_reduce,8,8,BF16
427,0,8,10846208,all_reduce,8,8,BF16
428,0,8,10878976,all_reduce,8,8,BF16
429,0,8,10911744,all_reduce,8,8,BF16
430,0,8,10944512,all_reduce,8,8,BF16
431,0,8,10977280,all_reduce,8,8,BF16
432,0,8,11010048,all_reduce,8,8,BF16
433,0,8,11042816,all_reduce,8,8,BF16
434,0,8,11075584,all_reduce,8,8,BF16
435,0,8,11108352,all_reduce,8,8,BF16
436,0,8,11141120,all_reduce,8,8,BF16
437,0,8,11173888,all_reduce,8,8,BF16
438,0,8,11206656,all_reduce,8,8,BF16
439,0,8,11239424,all_reduce,8,8,BF16
440,0,8,11272192,all_reduce,8,8,BF16
441,0,8,11304960,all_reduce,8,8,BF16
442,0,8,11337728,all_reduce,8,8,BF16
443,0,8,11370496,all_reduce,8,8,BF16
444,0,8,11403264,all_reduce,8,8,BF16
445,0,8,11436032,all_reduce,8,8,BF16
446,0,8,11468800,all_reduce,8,8,BF16
447,0,8,11501568,all_reduce,8,8,BF16
448,0,8,11534336,all_reduce,8,8,BF16
449,0,8,11567104,all_reduce,8,8,BF16
450,0,8,11599872,all_reduce,8,8,BF16
451,0,8,11632640,all_reduce,8,8,BF16
452,0,8,11665408,all_reduce,8,8,BF16
453,0,8,11698176,all_reduce,8,8,BF16
454,0,8,11730944,all_reduce,8,8,BF16
455,0,8,11763712,all_reduce,8,8,BF16
456,0,8,11796480,all_reduce,8,8,BF16
457,0,8,11829248,all_reduce,8,8,BF16
458,0,8,11862016,all_reduce,8,8,BF16
